track_name,track_album_release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,track_popularity
Love Is The Seventh Wave,2005,0.533,0.388,-10.334,0.104,0.575,0,0.248,0.919,137.852,205373,28
Donde Hubo Fuego,2005,0.7,0.766,-5.428,0.0784,0.186,0,0.218,0.868,93.358,205977,53
Hate It Or Love It,2005,0.802,0.785,-4.781,0.207,0.14,0,0.123,0.435,99.998,206400,11
Bagsakan,2005,0.781,0.943,-5.738,0.101,0.246,8.02E-06,0.253,0.651,135.005,207933,54
Ooh Baby Baby,2005,0.598,0.781,-4.272,0.0465,0.17,0,0.139,0.626,97.482,209067,21
First of Summer,2005,0.293,0.917,-5.436,0.142,0.00138,0,0.249,0.448,134.894,213043,49
A Change Is Gonna Come,2005,0.661,0.311,-7.848,0.028,0.656,0.134,0.109,0.148,137.407,215040,43
Rock Down To (Electric Avenue) (Radio Version),2005,0.789,0.982,-4.007,0.122,0.0684,2.84E-05,0.117,0.834,125.992,215573,0
Get Stoned,2005,0.448,0.933,-4.082,0.0421,4.17E-04,4.54E-04,0.219,0.505,75.991,218307,60
Ni TÃº Ni Nadie,2005,0.759,0.656,-6.598,0.04,0.0256,0.00705,0.346,0.554,132.019,219533,68
Unpredictable - Main,2005,0.734,0.595,-8.466,0.2,0.207,0,0.0682,0.779,145.19,219867,38
Bluebird,2005,0.78,0.797,-5.964,0.307,0.129,0,0.0929,0.648,86.235,220413,50
Westside Story,2005,0.876,0.647,-3.917,0.28,0.16,0,0.238,0.961,86.993,223067,62
Juegos de Amor,2005,0.678,0.82,-6.437,0.0382,0.0263,0.119,0.0945,0.783,105.013,223933,49
Munich,2005,0.175,0.875,-4.383,0.0527,5.51E-04,0.0347,0.324,0.394,149.366,226427,61
(Don't Fear) The Reaper - Single Version,2005,0.419,0.909,-10.258,0.0639,0.00239,1.68E-05,0.24,0.494,142.217,228867,1
Una Vez Mas,2005,0.823,0.679,-13.757,0.0512,0.258,6.64E-06,0.0574,0.919,127.052,230653,46
I'm Sprung,2005,0.722,0.329,-11.617,0.108,0.088,0,0.081,0.166,99.991,230713,67
Lean Wit It. Rock Wit It - feat. Peanut & Charlay,2005,0.886,0.618,-5.734,0.301,0.0847,0,0.101,0.643,76.019,230960,0
Here Without You - Acoustic Version,2005,0.551,0.574,-6.265,0.0263,0.0203,0,0.186,0.308,143.734,232013,11
Get Throwed,2005,0.704,0.803,-4.77,0.351,0.165,0,0.54,0.529,124.087,233840,55
How We Do,2005,0.862,0.648,-7.401,0.251,0.0455,0,0.0332,0.637,98.012,235533,10
1 Thing,2005,0.612,0.961,-3.078,0.333,0.107,4.17E-05,0.0413,0.867,129.873,238760,59
Si No Cuidas Tu Mujer,2005,0.509,0.672,-5.527,0.0639,0.281,0,0.355,0.81,100.102,238891,52
AtrÃ©vete-Te-Te,2005,0.829,0.878,-5.951,0.101,0.0959,0,0.776,0.883,87.991,239307,73
Endless. a Silent Whisper,2005,0.186,0.749,-5.811,0.0764,3.64E-04,0,0.17,0.303,81.727,239583,46
Big City Life,2005,0.69,0.618,-9.36,0.0904,0.0175,3.26E-06,0.0891,0.733,174.038,240893,65
Kung Wala Ka,2005,0.5,0.343,-7.367,0.0261,0.702,0.00114,0.113,0.155,136.28,242848,51
Music,2005,0.778,0.636,-6.539,0.129,0.501,4.25E-05,0.106,0.52,98.008,245426,46
The Streets,2005,0.642,0.831,-5.727,0.125,0.464,0,0.307,0.651,93.494,248707,13
Go Crazy (Remix),2005,0.396,0.896,-4.398,0.396,0.0309,0,0.207,0.632,86.882,253840,49
Put You On The Game,2005,0.503,0.735,-4.182,0.333,0.0197,0,0.102,0.694,175.972,254133,2
Wasted Words,2005,0.546,0.747,-9.233,0.0539,0.473,0.00115,0.119,0.714,126.286,258827,0
Ya Estuvo,2005,0.821,0.542,-8.165,0.274,0.0884,0,0.175,0.76,87.099,261720,13
Alipin,2005,0.731,0.189,-10.918,0.0329,0.768,0,0.0884,0.379,78.1,263547,53
los Disicipulos,2005,0.629,0.893,-4.009,0.275,0.181,0,0.115,0.86,94.042,269559,57
Motor City Madhouse - Edit,2005,0.454,0.93,-5.55,0.0803,0.0943,0.285,0.13,0.469,119.373,271133,0
Soul Survivor,2005,0.682,0.483,-7.718,0.0451,0.00103,0,0.159,0.108,84.012,280013,64
Ella Se Fue,2005,0.831,0.79,-5.322,0.0843,0.0386,4.73E-04,0.0708,0.96,93.998,287920,60
The Day You Said Goodnight,2005,0.558,0.553,-6.669,0.0323,0.492,0,0.116,0.251,134.263,291358,66
Quitate Tu Pa Ponerme Yo,2005,0.765,0.768,-4.959,0.0742,0.18,0,0.0794,0.574,94.243,291658,58
It's Not My Cross To Bear,2005,0.412,0.376,-13.204,0.0384,0.602,0.0335,0.579,0.472,127.521,295600,0
Blue Sky,2005,0.504,0.625,-9.915,0.0273,0.673,0.253,0.325,0.899,95.192,309067,0
Southbound,2005,0.552,0.832,-10.405,0.0392,0.0476,0.202,0.273,0.681,124.631,310467,0
Black Hearted Woman,2005,0.582,0.853,-10.755,0.0663,0.496,0.538,0.697,0.775,110.268,316173,0
Guess Who Loves You More,2005,0.764,0.507,-8.199,0.153,0.153,0,0.0879,0.809,77.256,320027,47
Livin' On The Edge - Acoustic Version,2005,0.464,0.867,-5.219,0.0326,0.00319,0.00207,0.27,0.39,84.544,337667,25
Felicidad,2005,0.736,0.667,-7.244,0.0473,0.00119,0,0.133,0.806,143.594,340590,0
You Wanna (Klaas Remix),2005,0.819,0.709,-6.981,0.0992,6.75E-04,0.329,0.505,0.724,127.014,400374,5
Fight For Your Right (Player & Remady Remix),2005,0.725,0.724,-8.023,0.0643,0.00104,0.036,0.0412,0.16,129.995,464273,1
Me Quiere Besar,2006,0.787,0.818,-5.471,0.0725,0.137,0,0.231,0.817,95.038,155267,0
L.A.,2006,0.467,0.829,-5.298,0.377,0.00511,1.01E-05,0.174,0.916,160.125,169107,39
Scotty Doesn't Know,2006,0.317,0.887,-4.525,0.0472,4.49E-04,9.23E-06,0.363,0.544,174.009,175200,66
Sugod,2006,0.523,0.906,-4.761,0.12,0.0843,8.92E-04,0.229,0.885,161.221,180960,42
Akin Ka Na Lang,2006,0.699,0.655,-5.179,0.0412,0.419,0,0.449,0.919,128.644,183760,56
Shine On (Heiko & Maiko's Gute Laune Radio Edit),2006,0.787,0.703,-8.398,0.0462,0.0424,0.324,0.178,0.888,132.031,185013,0
Rosa Pastel,2006,0.81,0.612,-7.054,0.0311,0.0186,0.00875,0.43,0.629,127.994,185920,61
Me Pregunto,2006,0.774,0.878,-6.996,0.0335,0.0142,0.0828,0.0659,0.972,125.007,187547,51
Define,2006,0.532,0.929,-4.644,0.0388,0.0302,0,0.118,0.465,135.596,191413,40
Ain't Gonna Let Up,2006,0.82,0.514,-4.33,0.23,0.533,0,0.214,0.78,150.041,194747,9
Over You,2006,0.425,0.922,-2.6,0.0412,0.0174,0,0.104,0.564,156.045,204661,57
It's A Heartache,2006,0.505,0.659,-6.895,0.0315,0.0518,0,0.268,0.596,118.873,208613,9
NiÃ±o,2006,0.611,0.777,-6.318,0.0281,0.00311,0.063,0.0834,0.544,150.024,211280,47
Better Days,2006,0.486,0.595,-5.009,0.0302,0.00212,2.64E-04,0.0953,0.331,113.276,213267,50
ÐžÑÐµÐ½ÑŒ,2006,0.713,0.646,-7.443,0.047,0.0421,4.74E-06,0.228,0.882,92.026,214507,33
It's Not Over,2006,0.428,0.919,-3.245,0.0618,0.0503,0,0.245,0.294,145.927,214831,59
Por Ti,2006,0.661,0.628,-7.182,0.0284,0.00166,0.00933,0.115,0.454,137.971,216333,57
Slipping Away (Crier la Vie) [Radio Mix],2006,0.621,0.86,-8.227,0.0318,0.0275,0.00172,0.713,0.772,127.97,219560,0
Pride and Joy,2006,0.426,0.693,-9.759,0.0377,0.0251,0.0065,0.101,0.751,126.804,219840,57
Just Can't Get Enough - 2006 Digital Remaster,2006,0.764,0.857,-7.453,0.0343,0.426,0.036,0.181,0.925,128.182,222540,8
Lido Shuffle,2006,0.59,0.785,-4.728,0.0341,0.0172,2.15E-04,0.114,0.674,141.18,223520,43
AbrÃ¡zame - VersiÃ³n AcÃºstica,2006,0.444,0.266,-11.884,0.0447,0.684,0,0.112,0.564,150.026,230813,43
Money in the Bank (feat. Young Buck) - Remix,2006,0.88,0.693,-5.201,0.332,0.0599,0,0.248,0.767,75.603,233707,52
I Can't Hold Back,2006,0.506,0.663,-10.217,0.0306,0.407,2.06E-05,0.155,0.324,143.477,238347,25
Tu Eres Ajena,2006,0.919,0.579,-7.338,0.059,0.226,2.88E-04,0.0776,0.941,130.205,239667,61
Everything Counts - 2006 Digital Remaster,2006,0.637,0.757,-8.261,0.0271,0.0828,4.98E-06,0.313,0.665,113.705,240884,1
No Te Pido Flores,2006,0.731,0.881,-3.619,0.0624,0.398,0,0.0965,0.878,103.958,241500,1
Ð¢Ñ‹ Ñ‚Ð°...,2006,0.662,0.854,-6.126,0.192,0.318,0,0.201,0.417,92.01,242667,24
Eye of the Tiger,2006,0.824,0.556,-10.711,0.033,0.146,3.94E-04,0.0839,0.566,108.858,245640,48
Do I,2006,0.7,0.473,-7.024,0.0424,0.0205,7.84E-06,0.113,0.528,122.985,245813,21
Gangsta Bop,2006,0.756,0.349,-6.942,0.16,0.0739,0,0.0589,0.832,175.93,246227,28
I Wanna Love You,2006,0.866,0.454,-9.383,0.0414,0.0373,1.49E-06,0.275,0.368,99.985,247067,66
Home - Acoustic Version,2006,0.442,0.471,-5.157,0.0261,0.259,0,0.115,0.313,143.836,253098,34
The Search Is Over,2006,0.514,0.38,-10.618,0.0311,0.549,0,0.0836,0.175,124.053,253187,31
Wild Frontier - Remastered 2002,2006,0.479,0.822,-6.412,0.0444,0.00434,4.76E-06,0.0843,0.562,130.035,255720,47
Out In The Fields - Remastered 2002,2006,0.425,0.973,-4.229,0.119,0.00236,0.136,0.265,0.433,179.958,258280,36
A las Cosas por Su Nombre,2006,0.885,0.877,-5.269,0.171,0.214,1.44E-06,0.116,0.89,91.985,259920,49
Pop. Lock & Drop It - Video Edit,2006,0.723,0.644,-6.863,0.222,0.00308,0,0.352,0.645,144.09,261027,55
ÐœÐ¾Ñ Ð¸Ð³Ñ€Ð°,2006,0.553,0.626,-6.711,0.0883,0.335,0,0.283,0.666,175.746,270480,43
Narda,2006,0.604,0.756,-4.85,0.0352,0.0176,0,0.106,0.308,120.436,284987,58
Wicked Game,2006,0.667,0.548,-7.802,0.0262,0.744,0.0122,0.0946,0.29,112.549,286880,69
Martyr Nyebera,2006,0.29,0.933,-4.246,0.179,0.148,1.90E-06,0.146,0.383,169.507,325280,54
A Generation of the lost,2006,0.591,0.866,-6.011,0.0314,0.00751,0.27,0.104,0.56,135.001,335933,0
Beer,2006,0.539,0.693,-3.967,0.0265,0.517,4.59E-06,0.112,0.472,84.954,364107,58
Still Got The Blues,2006,0.191,0.615,-6.274,0.0369,0.164,1.72E-04,0.0627,0.301,165.464,372467,44
The Cure & The Cause - Dennis Ferrer Remix,2006,0.77,0.751,-7.239,0.0556,0.0126,0.741,0.072,0.966,125.986,378375,49
Young Girl / I Really Like You,2006,0.543,0.757,-4.604,0.0679,0.0495,1.87E-05,0.0807,0.678,108.975,493960,0
Send Me I'll Go,2007,0.512,0.581,-9.151,0.263,0.302,6.67E-05,0.474,0.717,77.656,112587,5
Dis-moi,2007,0.577,0.623,-4.325,0.0333,0.165,0,0.0576,0.715,129.605,143280,32
Golden Skans,2007,0.463,0.836,-2.776,0.0381,4.18E-04,7.38E-06,0.25,0.713,141.955,165120,64
Destination Calabria (Edit),2007,0.641,0.977,-5.81,0.0514,3.91E-04,6.01E-04,0.0686,0.381,128.081,179027,0
He Said She Said,2007,0.694,0.709,-6.205,0.103,0.0966,0,0.267,0.566,114.966,188000,53
MÃ©xico Lindo y Bandido,2007,0.859,0.457,-7.75,0.104,0.262,0.0101,0.0941,0.839,95.018,189667,50
Fake It,2007,0.597,0.949,-3.438,0.0544,0.00134,0,0.0533,0.599,98.999,193893,0
This Time - Klaas Remix Edit,2007,0.701,0.805,-7.457,0.0765,7.83E-04,0.00104,0.052,0.34,127.025,201187,0
Dedicated (feat. Diverse),2007,0.511,0.657,-6.221,0.171,0.357,1.77E-04,0.0951,0.736,90.992,202640,0
Sweet Dreams,2007,0.656,0.956,-5.647,0.0536,0.0784,0.0247,0.0923,0.831,133.713,204587,62
Todos Me Miran,2007,0.673,0.877,-4.43,0.148,0.0114,0,0.054,0.747,125.042,205880,0
FMLYHM,2007,0.373,0.824,-4.339,0.049,3.17E-04,2.29E-06,0.131,0.302,196.11,208187,0
Como un lobo (Dueto 2007),2007,0.573,0.887,-5.844,0.0356,0.0266,4.15E-06,0.0911,0.764,159.937,211973,55
Daddy's Got You,2007,0.745,0.552,-6.736,0.369,0.516,0,0.0719,0.888,83.985,216947,4
I Can't Wait,2007,0.774,0.787,-6.109,0.0555,0.227,0.00234,0.124,0.956,103.69,220386,2
Where Would I Be,2007,0.527,0.819,-5.805,0.425,0.508,0,0.183,0.791,160.149,220547,5
SÃºbele a la Greibol,2007,0.728,0.602,-7.742,0.134,0.0763,0.0315,0.367,0.568,77.01,222173,51
An End Has a Start,2007,0.351,0.923,-2.435,0.0537,2.03E-05,0.116,0.337,0.543,149.915,225533,53
Go Getta - (Explicit),2007,0.386,0.742,-6.545,0.178,0.094,0,0.188,0.439,174.22,228760,0
Je Weet Et,2007,0.654,0.881,-5.557,0.355,0.212,1.54E-06,0.281,0.907,176.031,230468,0
Better in Time,2007,0.584,0.7,-4.251,0.0506,0.512,2.43E-05,0.13,0.549,163.953,234173,70
ConexiÃ³n Vieja Escuela (feat. Sinful),2007,0.728,0.679,-7.109,0.193,0.0413,0,0.177,0.552,96.006,235227,43
Ð’Ð¾Ð¹Ð½Ð°,2007,0.808,0.578,-7.444,0.403,0.423,0,0.125,0.652,93.041,236278,28
"Nuthin' But A ""G"" Thang",2007,0.803,0.705,-8.853,0.279,0.00543,0,0.154,0.707,94.622,238453,3
Sundo,2007,0.493,0.515,-6.551,0.0232,0.468,1.27E-05,0.0873,0.334,79.987,243653,62
The Future Never Dies,2007,0.345,0.617,-3.988,0.0332,0.0921,0,0.126,0.118,137.3,243800,47
Standing In The Way Of Control,2007,0.697,0.911,-6.196,0.0294,0.0071,0.0316,0.219,0.935,118.339,256400,0
Duffle Bag Boy,2007,0.618,0.836,-3.92,0.201,0.111,0,0.149,0.705,143.865,260613,0
Bleeding Love,2007,0.638,0.656,-5.886,0.0357,0.188,0,0.146,0.225,104.036,262467,77
You're Everything,2007,0.741,0.31,-8.705,0.213,0.686,0,0.224,0.582,80.991,264093,4
Ride Wit Me - Album Version (Edited),2007,0.843,0.682,-6.446,0.0646,0.0627,2.54E-06,0.0301,0.766,101.865,290373,2
Smokers Outside the Hospital Doors,2007,0.528,0.677,-3.792,0.0365,4.61E-05,0.0826,0.116,0.548,122.993,297640,56
My 64 (feat. Bun B & Snoop Dogg),2007,0.779,0.677,-4.512,0.325,0.00349,0,0.565,0.715,169.986,310800,48
Gangsters & Players,2007,0.968,0.551,-5.204,0.234,0.0557,0,0.488,0.617,107.016,313240,21
Humanity,2007,0.45,0.71,-3.632,0.0373,0.0119,2.04E-04,0.0822,0.36,86.844,326640,55
Trampled Under Foot - 2007 Remastered Version,2007,0.547,0.855,-8.027,0.0549,0.156,0.222,0.0822,0.807,111.25,335360,0
Move On Up,2007,0.836,0.709,-9.135,0.0352,0.154,0.392,0.0894,0.969,145.952,359213,0
Destillat - VNV Nation Remix,2007,0.605,0.733,-7.709,0.0339,0.00749,0.587,0.209,0.225,123.945,367573,38
Rise up - Club mix,2007,0.719,0.785,-5.527,0.0476,0.00313,0.225,0.0163,0.479,128.022,372253,0
Sexy Lady - Club Mix,2007,0.734,0.774,-9.948,0.0745,5.88E-04,0.599,0.064,0.492,129.987,438907,0
This Is Miami - Original,2007,0.869,0.586,-7.118,0.0534,7.38E-04,0.0527,0.0309,0.813,128,463052,0
This Is Miami - Cedric Gervais Not Ibiza Remix,2007,0.777,0.818,-8.995,0.0782,2.52E-04,0.787,0.152,0.795,128.005,466875,0
Gossip,2008,0.43,0.944,-3.04,0.16,2.66E-05,0.196,0.235,0.55,175.049,177828,0
If I Were In Your Shoes,2008,0.351,0.923,-3.237,0.0553,4.49E-05,0,0.16,0.703,186.117,181333,0
Milkshake,2008,0.887,0.774,-6.108,0.0434,0.00933,0.0213,0.159,0.826,113,182813,55
Don,2008,0.824,0.738,-5.431,0.0867,0.0215,0,0.0495,0.961,119.973,183973,0
Stay My Baby,2008,0.376,0.939,-4.482,0.105,0.00207,0.0706,0.345,0.689,177.895,185067,34
Make It Rain,2008,0.47,0.958,-0.773,0.0685,0.0143,0,0.138,0.557,160.015,190053,21
Finders Keepers,2008,0.486,0.898,-1.742,0.055,2.34E-04,0.00142,0.343,0.381,121.995,194280,0
Take Off Your Colours,2008,0.272,0.929,-4.06,0.153,0.00168,4.70E-05,0.147,0.398,87.148,197133,0
Syrup & Honey,2008,0.464,0.24,-12.213,0.0456,0.941,1.37E-04,0.322,0.287,90.972,198120,0
Kiss And Tell,2008,0.466,0.932,-3.109,0.0543,3.67E-04,0.00658,0.505,0.661,79.976,199754,0
Na De Na,2008,0.878,0.894,-5.834,0.123,0.184,0,0.105,0.682,119.927,202867,68
Call That A Comeback,2008,0.493,0.839,-3.269,0.0735,0.00183,0,0.313,0.744,156.071,207267,0
Stepping Stone,2008,0.694,0.523,-6.407,0.0254,0.875,1.72E-04,0.352,0.472,97.985,209453,50
Nobody Does It Better,2008,0.379,0.552,-6.195,0.0286,0.544,0,0.246,0.316,133.99,209493,3
Warm Me Up,2008,0.477,0.951,-2.499,0.0558,0.0087,0,0.121,0.754,162.956,212187,49
So What,2008,0.535,0.888,-3.1,0.0446,3.04E-04,2.17E-06,0.324,0.451,126.011,215160,15
Sweet Feet,2008,0.359,0.718,-2.182,0.0429,0.00315,7.50E-05,0.174,0.389,140.059,216347,0
Another Place - Radio Edit,2008,0.671,0.799,-5.346,0.0519,0.0235,0.00404,0.352,0.312,127.965,216573,24
Jealous Minds Think Alike,2008,0.308,0.937,-2.903,0.0593,0.00265,0.153,0.114,0.379,172.043,217027,0
The Waitress Song,2008,0.773,0.687,-5.704,0.368,0.103,0,0.381,0.726,82.974,217120,17
Hot N Cold,2008,0.706,0.841,-3.956,0.0418,7.95E-05,0,0.0688,0.861,132.032,220227,55
Warwick Avenue,2008,0.484,0.58,-5.569,0.0393,0.264,1.02E-06,0.106,0.542,169.467,227160,8
Sandmann,2008,0.481,0.962,-3.043,0.0981,9.63E-04,0,0.19,0.236,150.078,229181,45
Feels like the First Time - 2008 Remaster,2008,0.499,0.802,-4.537,0.0547,0.0136,1.56E-06,0.128,0.504,107.705,232333,52
If You Run,2008,0.388,0.934,-3.349,0.0669,0.00212,0.0454,0.235,0.435,166.023,238467,0
Save It For The Bedroom,2008,0.323,0.956,-2.507,0.0536,0.00105,1.69E-04,0.147,0.491,186.089,239053,0
Got Your Money,2008,0.932,0.499,-5.957,0.172,0.0476,0,0.121,0.697,103.049,239293,0
No Me Doy Por Vencido,2008,0.31,0.663,-6.075,0.101,0.443,0,0.609,0.407,172.768,239400,68
"Ain't 2 Proud 2 Beg - U.S. 7"" Edit",2008,0.696,0.888,-4.108,0.0332,0.00263,0.00436,0.34,0.676,104.855,248507,0
Youâ€™ve Made Your Bed (So Sleep In It),2008,0.466,0.895,-3.396,0.0507,0.0251,0.00212,0.127,0.545,175.924,259813,0
Oh No,2008,0.804,0.467,-10.345,0.042,0.554,0.00188,0.101,0.368,119.648,260760,38
Free Fallin' - Live at the Nokia Theatre. Los Angeles. CA - December 2007,2008,0.315,0.296,-13.262,0.0317,0.771,0,0.702,0.436,172.638,263573,74
You've Got Another Thing Coming,2008,0.516,0.805,-7.629,0.0474,0.00426,6.58E-06,0.108,0.516,138.206,309293,1
The Rumour,2008,0.375,0.765,-4.711,0.102,0.0018,2.64E-04,0.0873,0.166,131.968,316360,0
On my shoulders,2008,0.719,0.703,-6.917,0.0293,0.223,8.79E-04,0.124,0.522,116,320261,47
Concrete Schoolyard,2008,0.894,0.622,-7.426,0.375,0.155,0,0.388,0.812,90.103,321293,3
Wobble,2008,0.855,0.746,-3.777,0.232,0.402,0,0.146,0.375,95.026,321987,59
Show Me Love (Infinity Remix),2008,0.696,0.67,-6.366,0.0826,0.00124,0.00906,0.0645,0.52,129.996,339731,23
Always Attract,2008,0.357,0.357,-7.597,0.0285,0.22,0,0.196,0.226,146.968,366027,0
We Live In Philly (featuring Jill Scott),2008,0.694,0.744,-8.061,0.165,0.134,4.68E-06,0.159,0.492,94.012,394000,0
Paris (Aeroplane Remix),2008,0.703,0.719,-6.625,0.0461,0.00889,0.0962,0.0695,0.462,112.009,465333,51
Just Ain't Gonna Work Out,2009,0.782,0.544,-5.448,0.0306,0.212,0.106,0.179,0.753,90.562,150933,51
Daylight,2009,0.583,0.79,-4.885,0.0319,0.0851,3.87E-04,0.11,0.714,103.286,171333,10
Stupid Love Letter,2009,0.616,0.827,-5.738,0.107,0.0156,0,0.0525,0.557,130.006,176467,27
Love With a Motive,2009,0.606,0.808,-3.815,0.0334,0.00664,0,0.277,0.598,119.897,177307,20
My Temperature Is Rising,2009,0.524,0.893,-4.711,0.042,8.44E-04,0,0.0602,0.721,136.992,179667,37
Permitame (feat. Yandel),2009,0.641,0.674,-7.272,0.183,0.0181,0,0.113,0.894,214.047,184507,65
You're Going Down,2009,0.49,0.833,-5.899,0.0487,0.0116,5.04E-04,0.15,0.39,89.981,187347,62
Shout at the Devil,2009,0.505,0.956,-4.62,0.0798,0.0184,1.76E-04,0.103,0.503,94.969,195853,0
All the Pretty Girls,2009,0.646,0.787,-4.654,0.0602,0.258,0,0.199,0.773,131.036,202893,42
Hasta Contar a Mil,2009,0.64,0.812,-4.36,0.0391,0.151,1.26E-06,0.112,0.635,159.945,204427,0
Los Angeles,2009,0.525,0.799,-3.635,0.0468,0.00684,0,0.164,0.564,145.016,205187,31
Tu GuardiÃ¡n (VersiÃ³n Remix Merengue),2009,0.756,0.842,-3.278,0.188,0.164,0,0.11,0.778,120.067,208615,49
Si o No,2009,0.75,0.948,-4.143,0.0459,0.315,0,0.0816,0.945,119.948,209947,38
Tengo Prisa,2009,0.823,0.748,-5.709,0.0783,0.116,0,0.118,0.911,97.029,212467,41
Rockin' All Over The World,2009,0.545,0.963,-5.173,0.102,0.101,0.491,0.41,0.87,131.564,216600,17
El Beso,2009,0.706,0.611,-5.936,0.0375,0.432,0,0.283,0.777,154.993,217640,0
Fruta Prohibida,2009,0.803,0.776,-5.871,0.0668,0.0352,0,0.0979,0.829,91.997,222133,53
This Girl (feat. Kylie Auldist),2009,0.619,0.76,-3.91,0.0295,0.518,5.69E-05,0.194,0.645,101.018,224000,4
She's Finding Me Out,2009,0.31,0.7,-5.999,0.0331,0.00763,0,0.055,0.251,185.892,227493,31
Colgando en tus manos (con Marta SÃ¡nchez),2009,0.836,0.637,-4.803,0.0367,0.535,0,0.129,0.875,120.025,230280,74
Piensa en MÃ­,2009,0.588,0.531,-9.776,0.025,0.658,4.96E-06,0.0889,0.124,80,230827,0
Las PequeÃ±as Cosas,2009,0.613,0.903,-4.992,0.0359,0.105,0.127,0.0757,0.975,159.978,232320,0
Ya no me importas,2009,0.822,0.833,-1.889,0.0769,0.0494,0,0.138,0.909,98.532,235907,0
Whatever You Want,2009,0.556,0.704,-6.992,0.0491,0.722,0.0066,0.154,0.522,122.385,242027,19
El Que Manda Soy Yo,2009,0.736,0.892,-4.57,0.118,0.426,0,0.0489,0.827,116.954,242078,41
Kandi,2009,0.586,0.717,-6.512,0.0434,0.566,0,0.0994,0.432,179.955,242760,36
Se Siente Bien,2009,0.76,0.735,-6.546,0.0607,0.493,0,0.152,0.928,95.991,244813,52
Psychic City - Classixx Remix,2009,0.894,0.569,-7.144,0.0406,0.0378,9.88E-05,0.0636,0.827,110.005,251381,47
Top Back - Remix,2009,0.611,0.723,-5.325,0.264,0.00854,0,0.557,0.493,160.094,264400,35
Wild Side,2009,0.59,0.899,-4.614,0.0363,0.00763,9.22E-04,0.386,0.442,115.1,281960,0
Bad Romance - Live,2009,0.54,0.487,-7.013,0.0311,0.529,1.06E-04,0.197,0.15,104.718,282147,43
God & Country,2009,0.635,0.986,-4.358,0.0311,0.0111,0.307,0.1,0.821,134.996,296200,0
Swimming In The Flood,2009,0.553,0.763,-5.026,0.0299,0.00375,9.39E-04,0.676,0.457,98.022,297613,43
El Dia De Suerte,2009,0.65,0.847,-5.481,0.0478,0.669,0,0.0533,0.953,99.454,327360,6
El Gran Varon,2009,0.645,0.665,-5.519,0.0384,0.581,0,0.0391,0.369,94.115,414707,8
Life Goes On (feat. Shawnee Taylor) - Life Goes On 2009,2009,0.666,0.953,-4.09,0.134,0.315,0.0637,0.0901,0.138,125.982,469693,24
Ostblocknutten,2010,0.506,0.729,-7.317,0.265,0.31,0,0.119,0.522,93.558,159573,0
The Wizard,2010,0.438,0.518,-12.516,0.0373,1.61E-04,0.00372,0.108,0.636,138.108,178093,0
In Your Arms,2010,0.672,0.396,-9.489,0.0349,0.474,0,0.0921,0.458,130.015,184960,43
Your Love Is My Drug,2010,0.825,0.612,-3.893,0.0969,0.00677,0,0.0993,0.756,120.058,187133,0
Glam - Electro-swing Remix,2010,0.711,0.929,-5.264,0.17,0.699,9.60E-04,0.293,0.759,110.064,187690,41
Moves Like Jagger - Studio Recording From The Voice Performance,2010,0.722,0.758,-4.477,0.0471,0.0111,0,0.308,0.62,128.047,201160,70
Love Will Tear Us Apart - 2010 Remaster,2010,0.525,0.902,-8.662,0.0368,9.89E-04,0.691,0.137,0.907,146.83,204621,64
Estar Enamorado,2010,0.791,0.788,-6.48,0.079,0.0502,0,0.173,0.719,89.987,205440,0
Movin' Out (Anthony's Song),2010,0.668,0.89,-5.005,0.0329,0.45,1.94E-05,0.0545,0.893,133.876,209853,35
Ð’Ð¾Ð·Ð»Ðµ Ð´Ð¾Ð¼Ð° Ñ‚Ð²Ð¾ÐµÐ³Ð¾,2010,0.634,0.568,-6.643,0.0753,0.222,0,0.36,0.68,171.841,213947,8
Transmission - 2010 Remaster,2010,0.497,0.808,-8.088,0.0388,0.0355,0.437,0.0966,0.683,153.561,215148,48
Konuka Ame,2010,0.682,0.0904,-16.524,0.0395,0.856,7.92E-05,0.112,0.412,116.765,224653,9
Misery - Acoustic Version,2010,0.729,0.591,-7.544,0.0385,0.24,0,0.111,0.42,97.002,226320,51
You Don't Know How Lucky You Are,2010,0.389,0.314,-8.559,0.0345,0.772,0.576,0.109,0.107,95.641,228080,52
Gingerbread Man,2010,0.666,0.918,-5.891,0.0978,0.0281,0.218,0.1,0.597,122.99,232281,44
Hit 'Em up Style,2010,0.577,0.806,-6.521,0.0661,0.778,0,0.371,0.893,95.49,236600,45
Dandole Remix,2010,0.812,0.783,-5.598,0.0528,0.0478,1.21E-05,0.836,0.864,117.028,243547,20
Pensando en Ti,2010,0.434,0.758,-4.807,0.312,0.597,2.93E-06,0.248,0.473,178.589,244062,66
Atmosphere - 2010 Remaster,2010,0.615,0.386,-11.813,0.0315,0.227,0.523,0.116,0.442,120.032,249479,50
Ð Ð¾ÑÑÐ¸Ñ,2010,0.81,0.605,-7.228,0.422,0.377,0,0.114,0.496,93.944,250760,26
Ð£Ñ€Ð±Ð°Ð½,2010,0.84,0.704,-5.124,0.256,0.0528,0,0.321,0.546,92.02,252720,43
Sometimes,2010,0.581,0.861,-4.992,0.0334,0.0173,7.85E-05,0.175,0.45,124.992,253729,51
